,order_id,price_per_unit,quantity,total_price,customer_id,payment,order_date,delivery_date,product_type,product_name,size,colour,available_in_stock,customer_name,gender,age,city,state,delivery_duration,order_seasons,month_name,Customer_Status
1202,304,112,3,336,537,27293,2021-04-10,2021-05-03,Jacket,Cardigan,XS,yellow,46,Beverly Burbridge,Non-binary,45,Krisland,Western Australia,23,Autumn,April,Loyal
1203,402,100,2,200,537,26681,2021-03-09,2021-04-04,Jacket,Bomber,M,green,61,Beverly Burbridge,Non-binary,45,Krisland,Western Australia,26,Autumn,March,Loyal
1204,83,100,1,100,537,39729,2021-06-25,2021-07-01,Jacket,Bomber,L,indigo,51,Beverly Burbridge,Non-binary,45,Krisland,Western Australia,6,Winter,June,Loyal
1205,83,118,1,118,537,39729,2021-06-25,2021-07-01,Shirt,Flannel,L,green,72,Beverly Burbridge,Non-binary,45,Krisland,Western Australia,6,Winter,June,Loyal
1206,83,95,2,190,537,39729,2021-06-25,2021-07-01,Shirt,Polo,XS,green,45,Beverly Burbridge,Non-binary,45,Krisland,Western Australia,6,Winter,June,Loyal
1207,304,118,2,236,537,27293,2021-04-10,2021-05-03,Shirt,Flannel,L,indigo,62,Beverly Burbridge,Non-binary,45,Krisland,Western Australia,23,Autumn,April,Loyal
1208,304,91,3,273,537,27293,2021-04-10,2021-05-03,Shirt,Linen,XS,green,49,Beverly Burbridge,Non-binary,45,Krisland,Western Australia,23,Autumn,April,Loyal
1209,304,118,3,354,537,27293,2021-04-10,2021-05-03,Shirt,Flannel,XL,violet,43,Beverly Burbridge,Non-binary,45,Krisland,Western Australia,23,Autumn,April,Loyal
1210,391,113,2,226,726,24661,2021-05-16,2021-06-06,Trousers,Chinos,XS,yellow,41,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,21,Autumn,May,Loyal
1211,391,115,3,345,726,24661,2021-05-16,2021-06-06,Trousers,Cropped,XL,indigo,58,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,21,Autumn,May,Loyal
1212,441,97,1,97,726,13419,2021-02-28,2021-03-02,Trousers,Slim-Fit,XL,indigo,66,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,2,Summer,February,Loyal
1213,391,107,3,321,726,24661,2021-05-16,2021-06-06,Jacket,Denim,S,yellow,43,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,21,Autumn,May,Loyal
1214,441,109,3,327,726,13419,2021-02-28,2021-03-02,Jacket,Peacoat,S,blue,50,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,2,Summer,February,Loyal
1215,391,113,2,226,726,24661,2021-05-16,2021-06-06,Trousers,Chinos,M,violet,54,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,21,Autumn,May,Loyal
1216,391,99,1,99,726,24661,2021-05-16,2021-06-06,Trousers,High-Waisted,XS,red,74,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,21,Autumn,May,Loyal
1217,441,99,1,99,726,13419,2021-02-28,2021-03-02,Trousers,High-Waisted,XS,red,74,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,2,Summer,February,Loyal
1218,441,93,1,93,726,13419,2021-02-28,2021-03-02,Jacket,Coach,M,yellow,48,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,2,Summer,February,Loyal
1219,441,107,3,321,726,13419,2021-02-28,2021-03-02,Jacket,Denim,M,indigo,52,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,2,Summer,February,Loyal
1220,441,112,3,336,726,13419,2021-02-28,2021-03-02,Jacket,Cardigan,S,green,62,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,2,Summer,February,Loyal
1221,391,112,1,112,726,24661,2021-05-16,2021-06-06,Jacket,Cardigan,M,yellow,64,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,21,Autumn,May,Loyal
1222,441,98,2,196,726,13419,2021-02-28,2021-03-02,Shirt,Camp Collared,XL,blue,51,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,2,Summer,February,Loyal
1223,391,119,2,238,726,24661,2021-05-16,2021-06-06,Jacket,Trench Coat,XL,violet,52,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,21,Autumn,May,Loyal
1224,441,91,3,273,726,13419,2021-02-28,2021-03-02,Shirt,Linen,XL,indigo,66,Rey Grasner,Genderqueer,27,Cassinport,Western Australia,2,Summer,February,Loyal
1225,557,113,3,339,504,12905,2021-04-19,2021-04-24,Trousers,Chinos,XS,yellow,41,Marilyn Rontree,Genderqueer,56,Emilymouth,Northern Territory,5,Autumn,April,Loyal
1226,67,107,2,214,504,52694,2021-05-22,2021-06-17,Jacket,Denim,L,violet,50,Marilyn Rontree,Genderqueer,56,Emilymouth,Northern Territory,26,Autumn,May,Loyal
1227,67,90,2,180,504,52694,2021-05-22,2021-06-17,Trousers,Relaxed Leg,L,blue,61,Marilyn Rontree,Genderqueer,56,Emilymouth,Northern Territory,26,Autumn,May,Loyal
1228,67,91,2,182,504,52694,2021-05-22,2021-06-17,Jacket,Pullover,L,indigo,50,Marilyn Rontree,Genderqueer,56,Emilymouth,Northern Territory,26,Autumn,May,Loyal
1229,557,104,3,312,504,12905,2021-04-19,2021-04-24,Shirt,Dress,S,violet,69,Marilyn Rontree,Genderqueer,56,Emilymouth,Northern Territory,5,Autumn,April,Loyal
1230,557,105,2,210,504,12905,2021-04-19,2021-04-24,Trousers,Pleated,S,blue,60,Marilyn Rontree,Genderqueer,56,Emilymouth,Northern Territory,5,Autumn,April,Loyal
1231,557,93,1,93,504,12905,2021-04-19,2021-04-24,Trousers,Joggers,XS,blue,67,Marilyn Rontree,Genderqueer,56,Emilymouth,Northern Territory,5,Autumn,April,Loyal
1232,557,94,3,282,504,12905,2021-04-19,2021-04-24,Shirt,Henley,XS,red,62,Marilyn Rontree,Genderqueer,56,Emilymouth,Northern Territory,5,Autumn,April,Loyal
1233,557,106,3,318,504,12905,2021-04-19,2021-04-24,Trousers,Wool,L,blue,79,Marilyn Rontree,Genderqueer,56,Emilymouth,Northern Territory,5,Autumn,April,Loyal
1234,758,113,1,113,781,24144,2021-03-27,2021-04-21,Trousers,Chinos,XS,yellow,41,Denny Parlour,Genderfluid,36,Madisonland,Victoria,25,Autumn,March,One-time
1235,758,119,3,357,781,24144,2021-03-27,2021-04-21,Shirt,Casual Slim Fit,XL,orange,53,Denny Parlour,Genderfluid,36,Madisonland,Victoria,25,Autumn,March,One-time
1236,758,96,3,288,781,24144,2021-03-27,2021-04-21,Trousers,Drawstring,S,yellow,74,Denny Parlour,Genderfluid,36,Madisonland,Victoria,25,Autumn,March,One-time
1237,758,102,1,102,781,24144,2021-03-27,2021-04-21,Trousers,Cargo Pants,S,yellow,48,Denny Parlour,Genderfluid,36,Madisonland,Victoria,25,Autumn,March,One-time
1238,808,113,2,226,219,50929,2021-10-13,2021-10-30,Trousers,Chinos,XS,yellow,41,Jerald MacMeeking,Male,44,Connellyport,Tasmania,17,Spring,October,One-time
1239,808,105,1,105,219,50929,2021-10-13,2021-10-30,Trousers,Pleated,XS,orange,74,Jerald MacMeeking,Male,44,Connellyport,Tasmania,17,Spring,October,One-time
1240,808,98,1,98,219,50929,2021-10-13,2021-10-30,Jacket,Leather,S,indigo,40,Jerald MacMeeking,Male,44,Connellyport,Tasmania,17,Spring,October,One-time
1241,808,94,3,282,219,50929,2021-10-13,2021-10-30,Shirt,Henley,L,indigo,44,Jerald MacMeeking,Male,44,Connellyport,Tasmania,17,Spring,October,One-time
1242,808,105,2,210,219,50929,2021-10-13,2021-10-30,Shirt,Cuban Collar,XL,indigo,53,Jerald MacMeeking,Male,44,Connellyport,Tasmania,17,Spring,October,One-time
1243,949,113,1,113,244,50347,2021-02-02,2021-02-17,Trousers,Chinos,XS,yellow,41,Faunie Cooney,Male,38,Port Chelseaport,Victoria,15,Summer,February,Loyal
1244,461,117,3,351,244,53553,2021-02-14,2021-02-19,Jacket,Shearling,XS,violet,75,Faunie Cooney,Male,38,Port Chelseaport,Victoria,5,Summer,February,Loyal
1245,949,109,3,327,244,50347,2021-02-02,2021-02-17,Shirt,Mandarin Collar,S,red,48,Faunie Cooney,Male,38,Port Chelseaport,Victoria,15,Summer,February,Loyal
1246,519,117,1,117,244,23212,2021-08-23,2021-09-12,Jacket,Shearling,L,green,66,Faunie Cooney,Male,38,Port Chelseaport,Victoria,20,Winter,August,Loyal
1247,461,115,2,230,244,53553,2021-02-14,2021-02-19,Trousers,Cropped,S,yellow,65,Faunie Cooney,Male,38,Port Chelseaport,Victoria,5,Summer,February,Loyal
1248,949,112,3,336,244,50347,2021-02-02,2021-02-17,Jacket,Cardigan,S,indigo,61,Faunie Cooney,Male,38,Port Chelseaport,Victoria,15,Summer,February,Loyal
1249,461,113,2,226,244,53553,2021-02-14,2021-02-19,Jacket,Parka,L,blue,61,Faunie Cooney,Male,38,Port Chelseaport,Victoria,5,Summer,February,Loyal
1250,519,90,2,180,244,23212,2021-08-23,2021-09-12,Trousers,Relaxed Leg,XL,yellow,54,Faunie Cooney,Male,38,Port Chelseaport,Victoria,20,Winter,August,Loyal
1251,519,106,3,318,244,23212,2021-08-23,2021-09-12,Shirt,Chambray,XS,blue,76,Faunie Cooney,Male,38,Port Chelseaport,Victoria,20,Winter,August,Loyal
1252,461,93,1,93,244,53553,2021-02-14,2021-02-19,Trousers,Joggers,M,blue,78,Faunie Cooney,Male,38,Port Chelseaport,Victoria,5,Summer,February,Loyal
1253,949,113,1,113,244,50347,2021-02-02,2021-02-17,Trousers,Chinos,XS,violet,72,Faunie Cooney,Male,38,Port Chelseaport,Victoria,15,Summer,February,Loyal
1254,949,117,1,117,244,50347,2021-02-02,2021-02-17,Jacket,Shearling,M,blue,73,Faunie Cooney,Male,38,Port Chelseaport,Victoria,15,Summer,February,Loyal
1255,461,96,1,96,244,53553,2021-02-14,2021-02-19,Shirt,Oxford Cloth,L,yellow,75,Faunie Cooney,Male,38,Port Chelseaport,Victoria,5,Summer,February,Loyal
1256,461,96,2,192,244,53553,2021-02-14,2021-02-19,Trousers,Drawstring,XL,violet,80,Faunie Cooney,Male,38,Port Chelseaport,Victoria,5,Summer,February,Loyal
1257,519,98,1,98,244,23212,2021-08-23,2021-09-12,Jacket,Leather,XS,indigo,78,Faunie Cooney,Male,38,Port Chelseaport,Victoria,20,Winter,August,Loyal
1258,519,91,2,182,244,23212,2021-08-23,2021-09-12,Shirt,Linen,S,blue,77,Faunie Cooney,Male,38,Port Chelseaport,Victoria,20,Winter,August,Loyal
1259,519,119,2,238,244,23212,2021-08-23,2021-09-12,Shirt,Casual Slim Fit,S,orange,54,Faunie Cooney,Male,38,Port Chelseaport,Victoria,20,Winter,August,Loyal
1260,519,93,2,186,244,23212,2021-08-23,2021-09-12,Jacket,Coach,M,blue,54,Faunie Cooney,Male,38,Port Chelseaport,Victoria,20,Winter,August,Loyal
1261,519,91,2,182,244,23212,2021-08-23,2021-09-12,Shirt,Linen,S,green,58,Faunie Cooney,Male,38,Port Chelseaport,Victoria,20,Winter,August,Loyal
1262,519,96,1,96,244,23212,2021-08-23,2021-09-12,Trousers,Drawstring,XL,yellow,48,Faunie Cooney,Male,38,Port Chelseaport,Victoria,20,Winter,August,Loyal
1263,949,96,2,192,244,50347,2021-02-02,2021-02-17,Trousers,Drawstring,XL,red,77,Faunie Cooney,Male,38,Port Chelseaport,Victoria,15,Summer,February,Loyal
1264,721,99,1,99,755,59414,2021-08-28,2021-09-04,Trousers,High-Waisted,M,orange,69,Herbert Rock,Female,79,West Aaron,New South Wales,7,Winter,August,One-time
1265,721,118,3,354,755,59414,2021-08-28,2021-09-04,Jacket,Puffer,L,indigo,61,Herbert Rock,Female,79,West Aaron,New South Wales,7,Winter,August,One-time
1266,721,98,1,98,755,59414,2021-08-28,2021-09-04,Jacket,Leather,L,green,71,Herbert Rock,Female,79,West Aaron,New South Wales,7,Winter,August,One-time
1267,721,96,3,288,755,59414,2021-08-28,2021-09-04,Trousers,Drawstring,S,yellow,74,Herbert Rock,Female,79,West Aaron,New South Wales,7,Winter,August,One-time
1268,721,113,3,339,755,59414,2021-08-28,2021-09-04,Trousers,Chinos,XS,green,75,Herbert Rock,Female,79,West Aaron,New South Wales,7,Winter,August,One-time
1269,8,109,1,109,58,28484,2021-04-12,2021-05-01,Jacket,Peacoat,XS,violet,54,Aurie Margett,Agender,39,Amelieburgh,New South Wales,19,Autumn,April,Loyal
1270,8,95,2,190,58,28484,2021-04-12,2021-05-01,Shirt,Polo,S,yellow,77,Aurie Margett,Agender,39,Amelieburgh,New South Wales,19,Autumn,April,Loyal
1271,507,113,2,226,58,29761,2021-06-20,2021-07-11,Trousers,Chinos,XS,blue,69,Aurie Margett,Agender,39,Amelieburgh,New South Wales,21,Winter,June,Loyal
1272,298,98,2,196,58,55984,2021-09-11,2021-09-20,Jacket,Leather,XS,violet,70,Aurie Margett,Agender,39,Amelieburgh,New South Wales,9,Spring,September,Loyal
1273,298,97,2,194,58,55984,2021-09-11,2021-09-20,Trousers,Slim-Fit,L,violet,58,Aurie Margett,Agender,39,Amelieburgh,New South Wales,9,Spring,September,Loyal
1274,298,113,1,113,58,55984,2021-09-11,2021-09-20,Jacket,Parka,M,orange,51,Aurie Margett,Agender,39,Amelieburgh,New South Wales,9,Spring,September,Loyal
1275,507,105,3,315,58,29761,2021-06-20,2021-07-11,Shirt,Cuban Collar,XS,violet,49,Aurie Margett,Agender,39,Amelieburgh,New South Wales,21,Winter,June,Loyal
1276,507,117,1,117,58,29761,2021-06-20,2021-07-11,Jacket,Shearling,XL,orange,60,Aurie Margett,Agender,39,Amelieburgh,New South Wales,21,Winter,June,Loyal
1277,507,102,1,102,58,29761,2021-06-20,2021-07-11,Trousers,Cargo Pants,XS,indigo,51,Aurie Margett,Agender,39,Amelieburgh,New South Wales,21,Winter,June,Loyal
1278,298,113,2,226,58,55984,2021-09-11,2021-09-20,Jacket,Parka,M,red,56,Aurie Margett,Agender,39,Amelieburgh,New South Wales,9,Spring,September,Loyal
1279,298,109,2,218,58,55984,2021-09-11,2021-09-20,Jacket,Peacoat,M,violet,77,Aurie Margett,Agender,39,Amelieburgh,New South Wales,9,Spring,September,Loyal
1280,298,93,3,279,58,55984,2021-09-11,2021-09-20,Trousers,Joggers,S,violet,63,Aurie Margett,Agender,39,Amelieburgh,New South Wales,9,Spring,September,Loyal
1281,507,102,1,102,58,29761,2021-06-20,2021-07-11,Jacket,Windbreaker,XL,yellow,58,Aurie Margett,Agender,39,Amelieburgh,New South Wales,21,Winter,June,Loyal
1282,117,109,1,109,971,58134,2021-01-08,2021-01-23,Jacket,Peacoat,XS,violet,54,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,15,Summer,January,Loyal
1283,836,107,2,214,971,16047,2021-08-18,2021-08-24,Jacket,Denim,S,orange,51,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,6,Winter,August,Loyal
1284,836,100,1,100,971,16047,2021-08-18,2021-08-24,Jacket,Bomber,L,violet,68,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,6,Winter,August,Loyal
1285,117,118,3,354,971,58134,2021-01-08,2021-01-23,Jacket,Puffer,M,orange,61,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,15,Summer,January,Loyal
1286,117,119,2,238,971,58134,2021-01-08,2021-01-23,Shirt,Casual Slim Fit,XS,blue,55,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,15,Summer,January,Loyal
1287,117,94,3,282,971,58134,2021-01-08,2021-01-23,Trousers,Cords,XS,green,50,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,15,Summer,January,Loyal
1288,117,98,1,98,971,58134,2021-01-08,2021-01-23,Jacket,Leather,M,orange,80,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,15,Summer,January,Loyal
1289,117,102,1,102,971,58134,2021-01-08,2021-01-23,Jacket,Windbreaker,M,violet,64,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,15,Summer,January,Loyal
1290,907,92,1,92,971,26863,2021-08-15,2021-08-17,Shirt,Denim,S,green,49,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,2,Winter,August,Loyal
1291,836,96,2,192,971,16047,2021-08-18,2021-08-24,Shirt,Oxford Cloth,L,blue,59,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,6,Winter,August,Loyal
1292,907,92,1,92,971,26863,2021-08-15,2021-08-17,Shirt,Denim,XS,yellow,54,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,2,Winter,August,Loyal
1293,907,98,2,196,971,26863,2021-08-15,2021-08-17,Jacket,Leather,XL,violet,58,Constance Piddington,Genderfluid,27,East Chasehaven,Queensland,2,Winter,August,Loyal
1294,160,109,1,109,725,41442,2021-07-31,2021-08-06,Jacket,Peacoat,XS,violet,54,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,6,Winter,July,One-time
1295,160,92,3,276,725,41442,2021-07-31,2021-08-06,Shirt,Denim,XL,indigo,58,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,6,Winter,July,One-time
1296,160,94,2,188,725,41442,2021-07-31,2021-08-06,Trousers,Cords,L,red,53,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,6,Winter,July,One-time
1297,160,118,1,118,725,41442,2021-07-31,2021-08-06,Shirt,Flannel,XL,blue,61,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,6,Winter,July,One-time
1298,160,92,1,92,725,41442,2021-07-31,2021-08-06,Shirt,Denim,M,yellow,67,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,6,Winter,July,One-time
1299,160,105,1,105,725,41442,2021-07-31,2021-08-06,Trousers,Pleated,L,blue,79,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,6,Winter,July,One-time
1300,160,107,2,214,725,41442,2021-07-31,2021-08-06,Jacket,Denim,M,green,79,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,6,Winter,July,One-time
1301,160,115,1,115,725,41442,2021-07-31,2021-08-06,Trousers,Cropped,M,green,65,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,6,Winter,July,One-time
1302,160,92,2,184,725,41442,2021-07-31,2021-08-06,Shirt,Denim,M,green,66,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,6,Winter,July,One-time
1303,160,97,1,97,725,41442,2021-07-31,2021-08-06,Trousers,Slim-Fit,S,orange,55,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,6,Winter,July,One-time
1304,177,95,1,95,315,11314,2021-08-20,2021-09-01,Shirt,Polo,S,yellow,77,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,12,Winter,August,Loyal
1305,861,118,2,236,315,11565,2021-05-31,2021-06-20,Shirt,Flannel,L,orange,59,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,20,Autumn,May,Loyal
1306,177,104,1,104,315,11314,2021-08-20,2021-09-01,Shirt,Dress,XL,indigo,75,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,12,Winter,August,Loyal
1307,177,93,3,279,315,11314,2021-08-20,2021-09-01,Trousers,Joggers,XL,orange,44,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,12,Winter,August,Loyal
1308,861,99,3,297,315,11565,2021-05-31,2021-06-20,Trousers,High-Waisted,L,violet,68,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,20,Autumn,May,Loyal
1309,861,104,2,208,315,11565,2021-05-31,2021-06-20,Shirt,Dress,L,blue,61,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,20,Autumn,May,Loyal
1310,177,98,1,98,315,11314,2021-08-20,2021-09-01,Shirt,Camp Collared,M,violet,41,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,12,Winter,August,Loyal
1311,177,95,2,190,315,11314,2021-08-20,2021-09-01,Shirt,Polo,M,yellow,52,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,12,Winter,August,Loyal
1312,177,97,3,291,315,11314,2021-08-20,2021-09-01,Trousers,Slim-Fit,S,violet,46,Jeff Curness,Genderqueer,49,East Michaelmouth,Australian Capital Territory,12,Winter,August,Loyal
1313,387,95,1,95,341,34491,2021-06-11,2021-06-14,Shirt,Polo,S,yellow,77,Cherlyn Asmus,Female,34,Jasmineville,Victoria,3,Winter,June,Loyal
1314,687,91,2,182,341,39406,2021-03-30,2021-04-12,Shirt,Linen,XL,yellow,54,Cherlyn Asmus,Female,34,Jasmineville,Victoria,13,Autumn,March,Loyal
1315,337,96,2,192,341,49047,2021-08-02,2021-08-04,Trousers,Drawstring,M,yellow,55,Cherlyn Asmus,Female,34,Jasmineville,Victoria,2,Winter,August,Loyal
1316,687,115,3,345,341,39406,2021-03-30,2021-04-12,Trousers,Cropped,S,red,47,Cherlyn Asmus,Female,34,Jasmineville,Victoria,13,Autumn,March,Loyal
1317,387,119,1,119,341,34491,2021-06-11,2021-06-14,Shirt,Casual Slim Fit,XS,violet,55,Cherlyn Asmus,Female,34,Jasmineville,Victoria,3,Winter,June,Loyal
1318,387,94,3,282,341,34491,2021-06-11,2021-06-14,Shirt,Henley,S,indigo,45,Cherlyn Asmus,Female,34,Jasmineville,Victoria,3,Winter,June,Loyal
1319,687,113,2,226,341,39406,2021-03-30,2021-04-12,Trousers,Chinos,XL,blue,48,Cherlyn Asmus,Female,34,Jasmineville,Victoria,13,Autumn,March,Loyal
1320,337,119,1,119,341,49047,2021-08-02,2021-08-04,Shirt,Casual Slim Fit,XL,red,47,Cherlyn Asmus,Female,34,Jasmineville,Victoria,2,Winter,August,Loyal
1321,337,93,2,186,341,49047,2021-08-02,2021-08-04,Jacket,Coach,M,violet,74,Cherlyn Asmus,Female,34,Jasmineville,Victoria,2,Winter,August,Loyal
1322,687,109,2,218,341,39406,2021-03-30,2021-04-12,Jacket,Peacoat,L,violet,65,Cherlyn Asmus,Female,34,Jasmineville,Victoria,13,Autumn,March,Loyal
1323,337,95,2,190,341,49047,2021-08-02,2021-08-04,Shirt,Polo,XL,green,61,Cherlyn Asmus,Female,34,Jasmineville,Victoria,2,Winter,August,Loyal
1324,337,91,1,91,341,49047,2021-08-02,2021-08-04,Shirt,Linen,S,blue,77,Cherlyn Asmus,Female,34,Jasmineville,Victoria,2,Winter,August,Loyal
1325,337,118,2,236,341,49047,2021-08-02,2021-08-04,Jacket,Puffer,XS,orange,47,Cherlyn Asmus,Female,34,Jasmineville,Victoria,2,Winter,August,Loyal
1326,387,118,1,118,341,34491,2021-06-11,2021-06-14,Shirt,Flannel,M,yellow,59,Cherlyn Asmus,Female,34,Jasmineville,Victoria,3,Winter,June,Loyal
1327,387,97,3,291,341,34491,2021-06-11,2021-06-14,Trousers,Slim-Fit,XL,blue,47,Cherlyn Asmus,Female,34,Jasmineville,Victoria,3,Winter,June,Loyal
1328,387,105,2,210,341,34491,2021-06-11,2021-06-14,Shirt,Cuban Collar,L,red,45,Cherlyn Asmus,Female,34,Jasmineville,Victoria,3,Winter,June,Loyal
1329,687,100,1,100,341,39406,2021-03-30,2021-04-12,Jacket,Bomber,XL,red,62,Cherlyn Asmus,Female,34,Jasmineville,Victoria,13,Autumn,March,Loyal
1330,687,91,1,91,341,39406,2021-03-30,2021-04-12,Jacket,Pullover,XL,indigo,43,Cherlyn Asmus,Female,34,Jasmineville,Victoria,13,Autumn,March,Loyal
1331,929,95,1,95,397,19614,2021-01-31,2021-02-06,Shirt,Polo,S,yellow,77,Collie Jakel,Female,50,Isabellaton,Australian Capital Territory,6,Summer,January,One-time
1332,929,91,2,182,397,19614,2021-01-31,2021-02-06,Jacket,Pullover,L,violet,78,Collie Jakel,Female,50,Isabellaton,Australian Capital Territory,6,Summer,January,One-time
1333,929,99,2,198,397,19614,2021-01-31,2021-02-06,Trousers,High-Waisted,M,red,59,Collie Jakel,Female,50,Isabellaton,Australian Capital Territory,6,Summer,January,One-time
1334,929,91,3,273,397,19614,2021-01-31,2021-02-06,Shirt,Linen,M,indigo,72,Collie Jakel,Female,50,Isabellaton,Australian Capital Territory,6,Summer,January,One-time
1335,36,98,1,98,51,32494,2021-08-22,2021-09-04,Shirt,Camp Collared,L,indigo,72,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,13,Winter,August,Loyal
1336,36,113,1,113,51,32494,2021-08-22,2021-09-04,Jacket,Parka,XS,yellow,63,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,13,Winter,August,Loyal
1337,36,93,3,279,51,32494,2021-08-22,2021-09-04,Jacket,Coach,S,orange,55,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,13,Winter,August,Loyal
1338,36,104,2,208,51,32494,2021-08-22,2021-09-04,Shirt,Dress,M,red,57,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,13,Winter,August,Loyal
1339,36,117,2,234,51,32494,2021-08-22,2021-09-04,Jacket,Shearling,S,indigo,45,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,13,Winter,August,Loyal
1340,36,109,2,218,51,32494,2021-08-22,2021-09-04,Jacket,Peacoat,M,red,59,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,13,Winter,August,Loyal
1341,479,107,1,107,51,18796,2021-06-27,2021-07-16,Jacket,Denim,XL,yellow,56,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,19,Winter,June,Loyal
1342,127,98,3,294,51,43262,2021-04-01,2021-04-11,Jacket,Leather,XL,yellow,67,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,10,Autumn,April,Loyal
1343,127,94,3,282,51,43262,2021-04-01,2021-04-11,Shirt,Henley,XL,violet,77,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,10,Autumn,April,Loyal
1344,127,102,1,102,51,43262,2021-04-01,2021-04-11,Trousers,Cargo Pants,L,green,42,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,10,Autumn,April,Loyal
1345,127,96,1,96,51,43262,2021-04-01,2021-04-11,Shirt,Oxford Cloth,XL,violet,54,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,10,Autumn,April,Loyal
1346,127,98,1,98,51,43262,2021-04-01,2021-04-11,Jacket,Leather,M,green,45,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,10,Autumn,April,Loyal
1347,127,118,2,236,51,43262,2021-04-01,2021-04-11,Jacket,Puffer,M,blue,60,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,10,Autumn,April,Loyal
1348,479,118,2,236,51,18796,2021-06-27,2021-07-16,Jacket,Puffer,M,blue,60,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,19,Winter,June,Loyal
1349,127,109,2,218,51,43262,2021-04-01,2021-04-11,Shirt,Mandarin Collar,L,yellow,78,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,10,Autumn,April,Loyal
1350,127,92,1,92,51,43262,2021-04-01,2021-04-11,Shirt,Denim,S,green,49,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,10,Autumn,April,Loyal
1351,479,102,2,204,51,18796,2021-06-27,2021-07-16,Jacket,Windbreaker,L,indigo,67,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,19,Winter,June,Loyal
1352,479,93,2,186,51,18796,2021-06-27,2021-07-16,Jacket,Coach,S,green,60,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,19,Winter,June,Loyal
1353,479,99,3,297,51,18796,2021-06-27,2021-07-16,Trousers,High-Waisted,S,orange,42,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,19,Winter,June,Loyal
1354,60,98,3,294,301,31491,2021-02-05,2021-02-28,Shirt,Camp Collared,L,indigo,72,Elga Corgenvin,Non-binary,47,New Sienna,South Australia,23,Summer,February,One-time
